JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2437143.933	4.57			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3679	1964BOTT....3..153M	WEL	
2437144.895	3.89			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3680	1964BOTT....3..153M	WEL	
2437144.895	4.60			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3680	1964BOTT....3..153M	WEL	
2437144.895	5.05			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3680	1964BOTT....3..153M	WEL	
2437147.904	4.14			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3681	1964BOTT....3..153M	WEL	
2437147.904	4.89			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3681	1964BOTT....3..153M	WEL	
2437147.904	5.32			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3681	1964BOTT....3..153M	WEL	
2437188.770	4.06			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3682	1964BOTT....3..153M	WEL	
2437188.770	4.89			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3682	1964BOTT....3..153M	WEL	
2437188.770	5.48			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3682	1964BOTT....3..153M	WEL	
2437189.746	4.30			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3683	1964BOTT....3..153M	WEL	
2437189.746	5.19			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3683	1964BOTT....3..153M	WEL	
2437189.746	5.83			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3683	1964BOTT....3..153M	WEL	
2437191.808	3.51			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3684	1964BOTT....3..153M	WEL	
2437191.808	3.97			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3684	1964BOTT....3..153M	WEL	
2437191.808	4.35			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3684	1964BOTT....3..153M	WEL	
2437213.726	3.61			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3685	1964BOTT....3..153M	WEL	
2437213.726	4.17			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3685	1964BOTT....3..153M	WEL	
2437213.726	4.52			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3685	1964BOTT....3..153M	WEL	
2437214.715	3.89			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3686	1964BOTT....3..153M	WEL	
2437214.715	4.63			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3686	1964BOTT....3..153M	WEL	
2437214.715	5.08			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3686	1964BOTT....3..153M	WEL	
2437228.732	3.79			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3687	1964BOTT....3..153M	WEL	
2437228.732	4.36			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3687	1964BOTT....3..153M	WEL	
2437228.732	4.67			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3687	1964BOTT....3..153M	WEL	
2437233.758	4.14			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3688	1964BOTT....3..153M	WEL	
2437233.758	4.88			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3688	1964BOTT....3..153M	WEL	
2437233.758	5.31			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3688	1964BOTT....3..153M	WEL	
2437236.686	4.04			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3689	1964BOTT....3..153M	WEL	
2437236.686	4.81			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3689	1964BOTT....3..153M	WEL	
2437236.686	5.31			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3689	1964BOTT....3..153M	WEL	
2437237.687	4.26			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3690	1964BOTT....3..153M	WEL	
2437237.687	5.13			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3690	1964BOTT....3..153M	WEL	
2437237.687	5.72			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3690	1964BOTT....3..153M	WEL	
2437239.710	3.55			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3691	1964BOTT....3..153M	WEL	
2437239.710	4.02			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3691	1964BOTT....3..153M	WEL	
2437239.710	4.32			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3691	1964BOTT....3..153M	WEL	
2437515.915	4.06			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3692	1964BOTT....3..153M	WEL	
2437515.915	4.87			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3692	1964BOTT....3..153M	WEL	
2437515.915	5.45			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3692	1964BOTT....3..153M	WEL	
2437517.887	4.29			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3693	1964BOTT....3..153M	WEL	
2437517.887	5.13			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3693	1964BOTT....3..153M	WEL	
2437517.887	5.70			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3693	1964BOTT....3..153M	WEL	
2437521.944	4.24			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3694	1964BOTT....3..153M	WEL	
2437521.944	5.11			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3694	1964BOTT....3..153M	WEL	
2437521.944	5.73			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3694	1964BOTT....3..153M	WEL	
2437522.876	4.31			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3695	1964BOTT....3..153M	WEL	
2437522.876	5.21			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3695	1964BOTT....3..153M	WEL	
2437522.876	5.84			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3695	1964BOTT....3..153M	WEL	
2437523.845	3.83			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3696	1964BOTT....3..153M	WEL	
2437523.845	4.42			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3696	1964BOTT....3..153M	WEL	
2437523.845	4.78			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3696	1964BOTT....3..153M	WEL	
2437573.6	4.5			Vis.	OX								V				DEL CEP		STD				
2437592.754	4.33			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3697	1964BOTT....3..153M	WEL	
2437592.754	5.21			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3697	1964BOTT....3..153M	WEL	
2437592.754	5.86			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3697	1964BOTT....3..153M	WEL	
2437725.5	3.9			Vis.	SNM								V				DEL CEP		STD				
2437726.5	4.2			Vis.	SNM								V				DEL CEP		STD				
2437727.5	4.2			Vis.	SNM								V				DEL CEP		STD				
2437732.5	4.0			Vis.	SNM								V				DEL CEP		STD				
2437748.5	4.2			Vis.	SNM								V				DEL CEP		STD				
2437749.5	3.6			Vis.	SNM								V				DEL CEP		STD				
2437750.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437752.5	3.9			Vis.	SNM								V				DEL CEP		STD				
2437764.6	4.5			Vis.	SNM								V				DEL CEP		STD				
2437772.6	3.8			Vis.	KC								V				DEL CEP		STD				
2437773.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437774.9	4.0			Vis.	KC								V				DEL CEP		STD				
2437775.7	4.0			Vis.	KC								V				DEL CEP		STD				
2437777.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437778.6	3.8			Vis.	SNM								V				DEL CEP		STD				
2437779.7	3.8			Vis.	KC								V				DEL CEP		STD				
2437780.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437781.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437784.6	3.6			Vis.	KC								V				DEL CEP		STD				
2437785.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437789.7	3.6			Vis.	KC								V				DEL CEP		STD				
2437818.7	3.9			Vis.	KC								V				DEL CEP		STD				
2437822.6	4.1			Vis.	KC								V				DEL CEP		STD				
2437823.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437825.7	3.9			Vis.	KC								V				DEL CEP		STD				
2437828.6	4.2			Vis.	KC								V				DEL CEP		STD				
2437829.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437830.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437832.7	3.8			Vis.	KC								V				DEL CEP		STD				
2437835.6	3.8			Vis.	KC								V				DEL CEP		STD				
2437842.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437844.3569	4.3			Vis.	CC								V				DEL CEP		STD				
2437844.6	4.1			Vis.	KC								V				DEL CEP		STD				
2437845.7	3.9			Vis.	KC								V				DEL CEP		STD				
2437849.4326	4.1			Vis.	CC								V				DEL CEP		STD				
2437852.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437853.7	3.9			Vis.	KC								V				DEL CEP		STD				
2437857.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437857.7	4.1			Vis.	KD								V				DEL CEP		STD				
2437858.3146	3.8			Vis.	CC								V				DEL CEP		STD				
2437858.3639	3.9			Vis.	CC								V				DEL CEP		STD				
2437858.4174	4.0			Vis.	CC								V				DEL CEP		STD				
2437858.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437859.3229	4.1			Vis.	CC								V				DEL CEP		STD				
2437859.3639	4.1			Vis.	CC								V				DEL CEP		STD				
2437859.4299	4.1			Vis.	CC								V				DEL CEP		STD				
2437863.4	3.7			Vis.	CC								V				DEL CEP		STD				
2437865.6	4.4			Vis.	KD								V				DEL CEP		STD				
2437866.6	4.4			Vis.	KD								V				DEL CEP		STD				
2437866.7	3.9			Vis.	KC								V				DEL CEP		STD				
2437867.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437868.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437869.6	3.9			Vis.	KD								V				DEL CEP		STD				
2437872.6	4.1			Vis.	HAP								V				DEL CEP		STD				
2437872.6	4.0			Vis.	KD								V				DEL CEP		STD				
2437873.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437875.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437876.6	4.2			Vis.	HAP								V				DEL CEP		STD				
2437876.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437877.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437877.7	4.1			Vis.	POR								V				DEL CEP		STD				
2437878.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437878.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437878.6	3.8			Vis.	POR								V				DEL CEP		STD				
2437878.7	4.1			Vis.	CKP								V				DEL CEP		STD				
2437879.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437879.6	4.2			Vis.	KD								V				DEL CEP		STD				
2437879.7	4.0			Vis.	CKP								V				DEL CEP		STD				
2437881.2	4.0			Vis.	TC								V				DEL CEP		STD				
2437883.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437883.6	3.8			Vis.	POR								V				DEL CEP		STD				
2437883.7	3.8			Vis.	HAP								V				DEL CEP		STD				
2437884.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437884.6	3.8			Vis.	POR								V				DEL CEP		STD				
2437884.8	4.0			Vis.	CKP								V				DEL CEP		STD				
2437885.6	4.4			Vis.	CKP								V				DEL CEP		STD				
2437885.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437885.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437886.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437886.7	4.1			Vis.	KC								V				DEL CEP		STD				
2437886.7	4.0			Vis.	POR								V				DEL CEP		STD				
2437887.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437887.6	4.2			Vis.	KC								V				DEL CEP		STD				
2437887.7	4.2			Vis.	POR								V				DEL CEP		STD				
2437888.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437891.6	4.2			Vis.	HAP								V				DEL CEP		STD				
2437891.6	4.2			Vis.	POR								V				DEL CEP		STD				
2437893.6	4.2			Vis.	KC								V				DEL CEP		STD				
2437894.6	3.9			Vis.	KC								V				DEL CEP		STD				
2437896.6	4.0			Vis.	KC								V				DEL CEP		STD				
2437897.6	4.1			Vis.	KC								V				DEL CEP		STD				
2437897.7	4.1			Vis.	KC								V				DEL CEP		STD				
2437898.7	4.2			Vis.	KC								V				DEL CEP		STD				
2437899.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437900.6	4.1			Vis.	KD								V				DEL CEP		STD				
2437904.6	4.2			Vis.	HAP								V				DEL CEP		STD				
2437905.3	4.2			Vis.	MA								V				DEL CEP		STD				
2437906.6	3.8			Vis.	HAP								V				DEL CEP		STD				
2437907.8542	4.0			Vis.	ROH								V				DEL CEP		STD				
2437908.6	3.8			Vis.	AC								V				DEL CEP		STD				
2437908.8264	4.4			Vis.	ROH								V				DEL CEP		STD				
2437909.3	4.2			Vis.	TC								V				DEL CEP		STD				
2437909.8542	4.2			Vis.	ROH								V				DEL CEP		STD				
2437910.6	3.8			Vis.	AC								V				DEL CEP		STD				
2437910.8125	3.6			Vis.	ROH								V				DEL CEP		STD				
2437911.75	3.5			Vis.	ROH								V				DEL CEP		STD				
2437912.7847	3.6			Vis.	ROH								V				DEL CEP		STD				
2437913.7708	4.0			Vis.	ROH								V				DEL CEP		STD				
2437914.7708	4.4			Vis.	ROH								V				DEL CEP		STD				
2437915.7708	3.9			Vis.	ROH								V				DEL CEP		STD				
2437916.75	3.7			Vis.	ROH								V				DEL CEP		STD				
2437919.6	4.2			Vis.	HAP								V				DEL CEP		STD				
2437920.6	4.1			Vis.	HAP								V				DEL CEP		STD				
2437922.8333	3.5			Vis.	ROH								V				DEL CEP		STD				
2437923.8403	3.9			Vis.	ROH								V				DEL CEP		STD				
2437924.75	4.1			Vis.	ROH								V				DEL CEP		STD				
2437926.6	4.4			Vis.	KD								V				DEL CEP		STD				
2437927.7	3.8			Vis.	AC								V				DEL CEP		STD				
2437930.7986	3.7			Vis.	ROH								V				DEL CEP		STD				
2437931.7951	3.5			Vis.	ROH								V				DEL CEP		STD				
2437933.3	3.9			Vis.	TC								V				DEL CEP		STD				
2437936.8	4.0			Vis.	AC								V				DEL CEP		STD				
2437942.8125	3.6			Vis.	ROH								V				DEL CEP		STD				
2437944.7	3.9			Vis.	PLK								V				DEL CEP		STD				
2437945.6	4.0			Vis.	PLK								V				DEL CEP		STD				
2437946.5	4.2			Vis.	PLK								V				DEL CEP		STD				
2437947.6	4.1			Vis.	PLK								V				DEL CEP		STD				
2437948.5	3.9			Vis.	PLK								V				DEL CEP		STD				
2437950.5	3.9			Vis.	PLK								V				DEL CEP		STD				
2437951.7083	4.0			Vis.	ROH								V				DEL CEP		STD				
2437952.6	4.4			Vis.	HAP								V				DEL CEP		STD				
2437953.6	4.0			Vis.	PLK								V				DEL CEP		STD				
2437953.7708	3.6			Vis.	ROH								V				DEL CEP		STD				
2437956.5	4.0			Vis.	HAP								V				DEL CEP		STD				
2437960.7188	3.5			Vis.	ROH								V				DEL CEP		STD				
2437962.75	4.0			Vis.	ROH								V				DEL CEP		STD				
2437966.6597	3.9			Vis.	ROH								V				DEL CEP		STD				
2437967.75	4.2			Vis.	ROH								V				DEL CEP		STD				
2437973.6	3.9			Vis.	AC								V				DEL CEP		STD				
2437975.6354	3.7			Vis.	ROH								V				DEL CEP		STD				
2437980.6771	4.3			Vis.	ROH								V				DEL CEP		STD				
2437984.5833	4.1			Vis.	ROH								V				DEL CEP		STD				
2437991.5833	4.1			Vis.	ROH								V				DEL CEP		STD				
2437994.5833	3.6			Vis.	ROH								V				DEL CEP		STD				
2437996.5625	3.7			Vis.	ROH								V				DEL CEP		STD				
2438007.6701	3.7			Vis.	ROH								V				DEL CEP		STD				
2438008.6875	3.8			Vis.	ROH								V				DEL CEP		STD				
2438015.5	4.0			Vis.	AC								V				DEL CEP		STD				
2438017.5938	3.6			Vis.	ROH								V				DEL CEP		STD				
2438020.625	3.6			Vis.	ROH								V				DEL CEP		STD				
2438021.625	3.9			Vis.	ROH								V				DEL CEP		STD				
2438022.6285	4.0			Vis.	ROH								V				DEL CEP		STD				
2438023.6528	3.6			Vis.	ROH								V				DEL CEP		STD				
2438024.7326	3.6			Vis.	ROH								V				DEL CEP		STD				
2438032.75	4.0			Vis.	ROH								V				DEL CEP		STD				
2438040.6007	3.9			Vis.	ROH								V				DEL CEP		STD				
2438041.75	4.2			Vis.	ROH								V				DEL CEP		STD				
2438042.6597	4.0			Vis.	ROH								V				DEL CEP		STD				
2438048.6563	4.2			Vis.	ROH								V				DEL CEP		STD				
2438050.6701	3.6			Vis.	ROH								V				DEL CEP		STD				
2438052.6007	4.0			Vis.	ROH								V				DEL CEP		STD				
2438055.5903	3.7			Vis.	ROH								V				DEL CEP		STD				
2438056.625	3.9			Vis.	ROH								V				DEL CEP		STD				
2438057.6667	4.1			Vis.	ROH								V				DEL CEP		STD				
2438058.6042	4.0			Vis.	ROH								V				DEL CEP		STD				
2438060.5972	3.7			Vis.	ROH								V				DEL CEP		STD				
2438061.6146	3.7			Vis.	ROH								V				DEL CEP		STD				
2438067.625	3.8			Vis.	ROH								V				DEL CEP		STD				
2438069.8125	4.0			Vis.	ROH								V				DEL CEP		STD				
2438070.5868	4.2			Vis.	ROH								V				DEL CEP		STD				
2438072.6181	3.6			Vis.	ROH								V				DEL CEP		STD				
2438073.5972	3.7			Vis.	ROH								V				DEL CEP		STD				
2438081.60	4.1			Vis.	BM								V				DEL CEP		STD				
2438084.63	3.9			Vis.	BM								V				DEL CEP		STD				
2438086.61	4.1			Vis.	BM								V				DEL CEP		STD				
2438087.61	3.7			Vis.	BM								V				DEL CEP		STD				
2438087.6319	3.6			Vis.	ROH								V				DEL CEP		STD				
2438091.6319	4.3			Vis.	ROH								V				DEL CEP		STD				
2438092.6319	3.9			Vis.	ROH								V				DEL CEP		STD				
2438094.63	3.8			Vis.	BM								V				DEL CEP		STD				
2438094.6563	3.8			Vis.	ROH								V				DEL CEP		STD				
2438095.6458	4.0			Vis.	ROH								V				DEL CEP		STD				
2438097.6528	4.1			Vis.	ROH								V				DEL CEP		STD				
2438098.6667	3.5			Vis.	ROH								V				DEL CEP		STD				
2438099.6667	3.8			Vis.	ROH								V				DEL CEP		STD				
2438100.6736	4.0			Vis.	ROH								V				DEL CEP		STD				
2438103.60	3.8			Vis.	BM								V				DEL CEP		STD				
2438105.61	3.8			Vis.	BM								V				DEL CEP		STD				
2438109.9	3.7			Vis.	AC								V				DEL CEP		STD				
2438133.8	3.9			Vis.	AC								V				DEL CEP		STD				
2438137.9	3.8			Vis.	AC								V				DEL CEP		STD				
2438150.9	3.8			Vis.	AC								V				DEL CEP		STD				
2438151.75	4.0			Vis.	BM								V				DEL CEP		STD				
2438156.75	4.2			Vis.	BM								V				DEL CEP		STD				
2438163.75	3.8			Vis.	BM								V				DEL CEP		STD				
2438167.75	3.9			Vis.	BM								V				DEL CEP		STD				
2438179.3	3.3			Vis.	TC								V				DEL CEP		STD				
2438194.7	3.7			Vis.	AC								V				DEL CEP		STD				
2438215.4583	4.1			Vis.	ROH								V				DEL CEP		STD				
2438216.8542	3.7			Vis.	ROH								V				DEL CEP		STD				
2438218.8889	3.8			Vis.	ROH								V				DEL CEP		STD				
2438219.7	3.8			Vis.	AC								V				DEL CEP		STD				
2438220.70	4.3			Vis.	BM								V				DEL CEP		STD				
2438223.4861	3.8			Vis.	ROH								V				DEL CEP		STD				
2438224.8646	4.0			Vis.	ROH								V				DEL CEP		STD				
2438226.9063	4.1			Vis.	ROH								V				DEL CEP		STD				
2438227.8819	3.8			Vis.	ROH								V				DEL CEP		STD				
2438228.9097	4.0			Vis.	ROH								V				DEL CEP		STD				
2438229.8924	4.1			Vis.	ROH								V				DEL CEP		STD				
2438230.8229	4.2			Vis.	ROH								V				DEL CEP		STD				
2438232.7	3.5			Vis.	AC								V				DEL CEP		STD				
2438233.72	3.9			Vis.	BM								V				DEL CEP		STD				
2438233.8264	3.8			Vis.	ROH								V				DEL CEP		STD				
2438234.6	4.1			Vis.	HAS								V				DEL CEP		STD				
2438234.68	4.0			Vis.	BM								V				DEL CEP		STD				
2438235.69	4.1			Vis.	BM								V				DEL CEP		STD				
2438235.8438	4.1			Vis.	ROH								V				DEL CEP		STD				
2438236.8125	4.2			Vis.	ROH								V				DEL CEP		STD				
2438237.8021	3.8			Vis.	ROH								V				DEL CEP		STD				
2438238.8819	3.7			Vis.	ROH								V				DEL CEP		STD				
2438241.72	4.1			Vis.	BM								V				DEL CEP		STD				
2438242.6	3.8			Vis.	AC								V				DEL CEP		STD				
2438242.64	4.0			Vis.	BM								V				DEL CEP		STD				
2438243.64	3.6			Vis.	BM								V				DEL CEP		STD				
2438245.73	4.0			Vis.	BM								V				DEL CEP		STD				
2438248.74	3.7			Vis.	BM								V				DEL CEP		STD				
2438249.66	3.7			Vis.	BM								V				DEL CEP		STD				
2438251.6583	3.7			Vis.	AC								V				DEL CEP		STD				
2438257.63	4.2			Vis.	BM								V				DEL CEP		STD				
2438261.68	4.0			Vis.	BM								V				DEL CEP		STD				
2438265.64	3.9			Vis.	BM								V				DEL CEP		STD				
2438266.62	4.0			Vis.	BM								V				DEL CEP		STD				
2438267.66	4.0			Vis.	BM								V				DEL CEP		STD				
2438268.62	4.1			Vis.	BM								V				DEL CEP		STD				
2438269.64	4.0			Vis.	BM								V				DEL CEP		STD				
2438270.6222	3.6			Vis.	AC								V				DEL CEP		STD				
2438273.64	4.2			Vis.	BM								V				DEL CEP		STD				
2438277.72	3.9			Vis.	BM								V				DEL CEP		STD				
2438279.64	4.1			Vis.	BM								V				DEL CEP		STD				
2438280.72	3.8			Vis.	BM								V				DEL CEP		STD				
2438281.63	3.8			Vis.	BM								V				DEL CEP		STD				
2438282.5826	3.7			Vis.	AC								V				DEL CEP		STD				
2438282.79	3.9			Vis.	BM								V				DEL CEP		STD				
2438284.60	4.1			Vis.	BM								V				DEL CEP		STD				
2438286.65	3.7			Vis.	BM								V				DEL CEP		STD				
2438288.64	4.0			Vis.	BM								V				DEL CEP		STD				
2438289.63	4.1			Vis.	BM								V				DEL CEP		STD				
2438290.63	4.2			Vis.	BM								V				DEL CEP		STD				
2438291.67	3.6			Vis.	BM								V				DEL CEP		STD				
2438292.60	3.8			Vis.	BM								V				DEL CEP		STD				
2438293.62	4.0			Vis.	BM								V				DEL CEP		STD				
2438294.68	4.0			Vis.	BM								V				DEL CEP		STD				
2438295.63	4.2			Vis.	BM								V				DEL CEP		STD				
2438296.61	3.9			Vis.	BM								V				DEL CEP		STD				
2438297.6	3.7			Vis.	BM								V				DEL CEP		STD				
2438298.59	3.9			Vis.	BM								V				DEL CEP		STD				
2438299.61	4.0			Vis.	BM								V				DEL CEP		STD				
2438300.68	4.1			Vis.	BM								V				DEL CEP		STD				
2438301.63	4.1			Vis.	BM								V				DEL CEP		STD				
2438302.63	3.7			Vis.	BM								V				DEL CEP		STD				
2438303.65	3.8			Vis.	BM								V				DEL CEP		STD				
2438304.63	4.0			Vis.	BM								V				DEL CEP		STD				
2438305.67	4.1			Vis.	BM								V				DEL CEP		STD				
2438306.65	4.1			Vis.	BM								V				DEL CEP		STD				
2438308.5979	3.5			Vis.	AC								V				DEL CEP		STD				
2438308.67	3.8			Vis.	BM								V				DEL CEP		STD				
2438309.57	4.0			Vis.	BM								V				DEL CEP		STD				
2438310.6	4.1			Vis.	BM								V				DEL CEP		STD				
2438311.68	4.2			Vis.	BM								V				DEL CEP		STD				
2438312.61	3.9			Vis.	BM								V				DEL CEP		STD				
2438313.61	3.7			Vis.	BM								V				DEL CEP		STD				
2438315.63	4.0			Vis.	BM								V				DEL CEP		STD				
2438316.65	4.2			Vis.	BM								V				DEL CEP		STD				
2438317.65	4.1			Vis.	BM								V				DEL CEP		STD				
2438318.6	3.7			Vis.	BM								V				DEL CEP		STD				
2438320.56	4.0			Vis.	BM								V				DEL CEP		STD				
2438323.58	3.8			Vis.	BM								V				DEL CEP		STD				
2438324.61	3.9			Vis.	BM								V				DEL CEP		STD				
2438326.63	4.1			Vis.	BM								V				DEL CEP		STD				
2438328.64	4.0			Vis.	BM								V				DEL CEP		STD				
2438328.7	3.9			Vis.	VW								V				DEL CEP		STD				
2438329.6	3.8			Vis.	BM								V				DEL CEP		STD				
2438329.6	3.7			Vis.	VW								V				DEL CEP		STD				
2438330.61	3.9			Vis.	BM								V				DEL CEP		STD				
2438331.65	4.0			Vis.	BM								V				DEL CEP		STD				
2438333.49	4.2			Vis.	FN								V				DEL CEP		STD				
2438333.7	4.4			Vis.	VW								V				DEL CEP		STD				
2438337.6	3.8			Vis.	VW								V				DEL CEP		STD				
2438352.6958	4.1			Vis.	AC								V				DEL CEP		STD				
2438363.58	4.0			Vis.	BM								V				DEL CEP		STD				
2438365.54	4.2			Vis.	BM								V				DEL CEP		STD				
2438367.56	3.7			Vis.	BM								V				DEL CEP		STD				
2438368.58	4.1			Vis.	BM								V				DEL CEP		STD				
2438371.55	4.0			Vis.	BM								V				DEL CEP		STD				
2438372.57	3.7			Vis.	BM								V				DEL CEP		STD				
2438376.55	4.1			Vis.	BM								V				DEL CEP		STD				
2438377.57	3.8			Vis.	BM								V				DEL CEP		STD				
2438378.55	3.8			Vis.	BM								V				DEL CEP		STD				
2438379.63	4.1			Vis.	BM								V				DEL CEP		STD				
2438380.55	4.1			Vis.	BM								V				DEL CEP		STD				
2438381.56	4.3			Vis.	BM								V				DEL CEP		STD				
2438382.55	3.8			Vis.	BM								V				DEL CEP		STD				
2438384.56	4.0			Vis.	BM								V				DEL CEP		STD				
2438386.54	4.3			Vis.	BM								V				DEL CEP		STD				
2438387.55	4.2			Vis.	BM								V				DEL CEP		STD				
2438388.55	3.7			Vis.	BM								V				DEL CEP		STD				
